PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Maurice Harkless,POR,24,6-9,220,St. John's,USA,2012,1,15,77,10,4.4,1.1,2.2,5.70%,9.30%,14.90%,57.00%,5.60%
Maurice Ndour,NYK,25,6-9,200,Ohio,Senegal,Undrafted,Undrafted,Undrafted,32,3.1,2,0.3,0.8,6.40%,13.10%,14.20%,50.30%,3.70%
Mike Dunleavy,ATL,36,6-9,230,Duke,USA,2002,1,3,53,5.2,2.2,0.9,-4.2,2.00%,10.90%,13.70%,57.30%,9.70%
Mindaugas Kuzminskas,NYK,27,6-9,215,None,Lithuania,Undrafted,Undrafted,Undrafted,68,6.3,1.9,1,0.2,4.40%,7.50%,18.60%,53.30%,10.20%
Mirza Teletovic,MIL,31,6-9,245,None,Bosnia and He...,Undrafted,Undrafted,Undrafted,70,6.4,2.3,0.7,2.9,1.00%,13.20%,18.80%,51.50%,6.30%
Noah Vonleh,POR,21,6-9,245,Indiana,USA,2014,1,9,74,4.4,5.2,0.4,-2.8,9.80%,19.90%,12.90%,52.50%,3.60%
Omri Casspi,MIN,29,6-9,225,None,Israel,2009,1,23,36,5.2,3.1,1,-6.8,4.20%,14.50%,13.80%,52.60%,8.70%
Pascal Siakam,TOR,23,6-9,230,New Mexico State,Cameroon,2016,1,27,55,4.2,3.4,0.3,-2.1,7.70%,14.80%,12.90%,52.30%,2.80%
Patrick Patterson,TOR,28,6-9,235,Kentucky,USA,2010,1,14,65,6.8,4.5,1.2,10.4,4.00%,14.30%,12.30%,54.20%,6.60%
Paul George,IND,27,6-9,220,Fresno State,USA,2010,1,10,75,23.7,6.6,3.3,3.1,2.30%,16.10%,28.70%,58.70%,15.70%
Rakeem Christmas,IND,25,6-9,250,Syracuse,USA,2015,2,36,29,2,1.9,0.1,-7.9,10.50%,13.90%,11.90%,52.90%,2.70%
Robert Covington,PHI,26,6-9,215,Tennessee State,USA,Undrafted,Undrafted,Undrafted,67,12.9,6.5,1.5,-3,4.10%,15.80%,18.80%,53.40%,7.50%
Sam Dekker,HOU,23,6-9,230,Wisconsin,USA,2015,1,18,77,6.5,3.7,1,3.7,6.40%,12.60%,14.80%,54.90%,7.90%
Shawn Long,PHI,24,6-9,255,Louisiana-Lafayette,USA,Undrafted,Undrafted,Undrafted,18,8.2,4.7,0.7,4.5,16.30%,18.60%,24.10%,59.50%,8.70%
Taj Gibson,OKC,32,6-9,236,Southern California,USA,2009,1,26,78,10.8,6.2,0.9,0.5,7.50%,16.30%,18.80%,54.30%,5.70%
Tarik Black,LAL,25,6-9,250,Kansas,USA,Undrafted,Undrafted,Undrafted,67,5.7,5.1,0.6,-0.9,12.30%,17.70%,15.20%,56.00%,5.20%
Terrence Jones,MIL,25,6-9,255,Kentucky,USA,2012,1,18,54,10.8,5.7,1.1,-2.9,4.80%,17.80%,20.90%,51.50%,7.50%
Tobias Harris,DET,24,6-9,235,Tennessee,USA,2011,1,19,82,16.1,5.1,1.7,-0.5,2.40%,14.00%,21.40%,56.80%,8.70%
Tristan Thompson,CLE,26,6-9,238,Texas-Austin,Canada,2011,1,4,78,8.1,9.2,1,3.3,12.00%,17.70%,11.20%,59.40%,4.60%
Zach Randolph,MEM,35,6-9,260,Michigan State,USA,2001,1,19,73,14.1,8.2,1.7,0,9.60%,24.60%,28.00%,49.00%,13.10%
Alan Williams,PHX,24,6-8,260,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,47,7.4,6.2,0.5,1.2,12.10%,25.50%,20.30%,54.70%,4.90%
Andrew Wiggins,MIN,22,6-8,199,Kansas,Canada,2014,1,1,82,23.6,4,2.3,-0.2,3.40%,7.70%,28.60%,53.40%,10.40%
Anthony Bennett,BKN,24,6-8,235,UNLV,Canada,2013,1,1,23,5,3.4,0.5,-11.5,9.20%,18.70%,18.80%,53.30%,7.50%
Anthony Tolliver,SAC,32,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,65,7.1,3.6,1.2,-4.2,3.60%,13.20%,13.30%,59.50%,7.70%
Bojan Bogdanovic,WAS,28,6-8,225,None,Croatia,2011,2,31,81,13.7,3.4,1.4,-6.8,1.80%,11.10%,21.90%,58.50%,8.60%
Boris Diaw,UTA,35,6-8,250,None,France,2003,1,21,73,4.6,2.2,2.3,0,3.90%,9.00%,15.40%,49.40%,20.70%
Brandon Bass,LAC,32,6-8,250,Louisiana State,USA,2005,2,33,52,5.6,2.5,0.4,-12.5,7.60%,15.00%,19.20%,65.00%,6.30%
Carmelo Anthony,NYK,33,6-8,240,Syracuse,USA,2003,1,3,74,22.4,5.9,2.9,-4.8,2.30%,14.30%,28.60%,53.50%,14.10%
Dante Cunningham,NOP,30,6-8,230,Villanova,USA,2009,2,33,66,6.6,4.2,0.6,-0.7,3.40%,12.90%,10.70%,58.60%,3.10%
DeMarre Carroll,TOR,30,6-8,212,Missouri,USA,2009,1,27,72,8.9,3.8,1,2.8,3.40%,11.30%,15.40%,53.00%,5.60%
Derrick Williams,CLE,26,6-8,240,Arizona,USA,2011,1,2,50,6.1,2.6,0.6,-4.4,2.40%,13.20%,17.50%,53.70%,5.40%
Dorian Finney-Smith,DAL,24,6-8,220,Florida,USA,Undrafted,Undrafted,Undrafted,81,4.3,2.7,0.8,-2.3,3.40%,10.90%,11.50%,48.60%,6.10%
Doug McDermott,OKC,25,6-8,219,Creighton,USA,2014,1,11,66,9,2.7,0.9,-1.8,1.30%,10.50%,16.20%,55.40%,6.00%
Georges Niang,IND,24,6-8,230,Iowa State,USA,2016,2,50,23,0.9,0.7,0.2,2.6,1.90%,16.00%,18.40%,28.50%,7.40%
Gordon Hayward,UTA,27,6-8,226,Butler,USA,2010,1,9,73,21.9,5.4,3.5,6.8,2.10%,13.60%,26.90%,59.50%,17.90%
Harrison Barnes,DAL,25,6-8,225,North Carolina,USA,2012,1,7,79,19.2,5,1.5,-2.2,3.40%,11.70%,25.20%,54.10%,7.60%
Hollis Thompson,NOP,26,6-8,206,Georgetown,USA,Undrafted,Undrafted,Undrafted,40,5.1,2.8,0.9,-4.5,2.40%,11.50%,13.10%,48.20%,7.20%
Jabari Parker,MIL,22,6-8,250,Duke,USA,2014,1,2,51,20.1,6.2,2.8,-2.5,4.80%,13.40%,25.70%,56.30%,13.70%
James Jones,CLE,36,6-8,218,Miami,USA,2003,2,49,48,2.8,0.8,0.3,-12.9,0.80%,8.90%,13.30%,65.50%,6.20%
Joe Ingles,UTA,29,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,82,7.1,3.2,2.7,4,1.30%,12.30%,13.50%,60.40%,16.80%
Jordan Mickey,BOS,22,6-8,235,Louisiana State,USA,2015,2,33,25,1.5,1.4,0.3,-22,8.70%,16.30%,14.80%,47.30%,8.40%
Kenneth Faried,DEN,27,6-8,228,Morehead State,USA,2011,1,22,61,9.6,7.6,0.9,-1.7,13.50%,21.80%,17.90%,58.80%,6.40%
Khris Middleton,MIL,25,6-8,234,Texas A&M,USA,2012,2,39,29,14.7,4.2,3.4,5.4,1.40%,13.50%,22.70%,57.00%,17.50%
Kyle Singler,OKC,29,6-8,228,Duke,USA,2011,2,33,32,2.8,1.5,0.3,2,1.90%,10.90%,11.20%,48.60%,3.40%
Lance Thomas,NYK,29,6-8,235,Duke,USA,Undrafted,Undrafted,Undrafted,46,6,3.1,0.8,-9.8,3.10%,10.90%,13.10%,51.60%,5.30%
LeBron James,CLE,32,6-8,250,None,USA,2003,1,1,74,26.4,8.6,8.7,8.3,3.60%,18.90%,29.20%,61.90%,38.80%
Luc Mbah a Moute,LAC,30,6-8,230,UCLA,Cameroon,2008,2,37,80,6.1,2.1,0.5,8.6,2.60%,6.70%,11.40%,58.10%,2.90%
Mario Hezonja,ORL,22,6-8,218,None,Croatia,2015,1,5,65,4.9,2.2,1,-14.2,1.90%,13.30%,18.70%,45.00%,11.00%
Mike Miller,DEN,37,6-8,218,Florida,USA,2000,1,5,20,1.4,1.9,1.1,-0.9,1.40%,24.30%,10.20%,58.60%,19.50%
Mike Scott,ATL,28,6-8,237,Virginia,USA,2012,2,43,18,2.5,2.1,0.9,-10.1,4.70%,14.30%,16.20%,36.00%,15.00%
Montrezl Harrell,HOU,23,6-8,240,Louisville,USA,2015,2,32,58,9.1,3.8,1.1,5.3,7.50%,12.30%,17.00%,66.20%,9.70%
Nicolas Batum,CHA,28,6-8,200,None,France,2008,1,25,77,15.1,6.2,5.9,1,1.70%,16.40%,21.50%,52.90%,27.30%
Nicolas Brussino,DAL,24,6-8,215,None,Argentina,Undrafted,Undrafted,Undrafted,54,2.8,1.8,0.9,-9.9,4.80%,14.80%,14.80%,49.80%,14.40%
Okaro White,MIA,24,6-8,204,Florida State,USA,Undrafted,Undrafted,Undrafted,35,2.8,2.3,0.6,7.5,5.30%,12.40%,10.60%,50.70%,6.10%
Otto Porter Jr.,WAS,24,6-8,198,Georgetown,USA,2013,1,3,80,13.4,6.4,1.5,3.2,4.50%,15.40%,14.70%,62.80%,6.60%
Paul Millsap,ATL,32,6-8,246,Louisiana Tech,USA,2006,2,47,69,18.1,7.7,3.7,2.7,4.70%,17.10%,24.10%,54.20%,17.20%
Paul Zipser,CHI,23,6-8,210,None,Germany,2016,2,48,44,5.5,2.8,0.8,1.7,1.70%,12.50%,14.30%,50.30%,6.20%
Rodney Hood,UTA,24,6-8,206,Duke,USA,2014,1,23,59,12.7,3.4,1.6,4,1.10%,11.70%,22.70%,52.20%,10.20%
Rudy Gay,SAC,30,6-8,230,Connecticut,USA,2006,1,8,30,18.7,6.3,2.8,2.3,3.40%,15.60%,24.60%,55.90%,14.00%
T.J. Warren,PHX,23,6-8,225,North Carolina State,USA,2014,1,14,66,14.4,5.1,1.1,-6.4,5.70%,10.30%,18.80%,53.90%,5.60%
Taurean Prince,ATL,23,6-8,220,Baylor,USA,2016,1,12,59,5.7,2.7,0.9,-0.6,2.40%,12.50%,16.80%,51.30%,9.10%
Thaddeus Young,IND,29,6-8,221,Georgia Tech,USA,2007,1,12,74,11,6.1,1.6,1.9,6.20%,13.80%,16.30%,56.20%,8.20%
Trevor Ariza,HOU,32,6-8,215,UCLA,USA,2004,2,43,80,11.7,5.7,2.2,6.2,1.90%,14.30%,14.00%,54.80%,8.80%
Trevor Booker,BKN,29,6-8,228,Clemson,USA,2010,1,23,71,10,8,1.9,-8.1,7.90%,22.30%,18.50%,55.40%,13.10%
Udonis Haslem,MIA,37,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,16,1.9,2.3,0.4,-25.2,5.40%,21.70%,13.00%,52.40%,9.40%
Wilson Chandler,DEN,30,6-8,225,DePaul,USA,2007,1,23,71,15.7,6.5,2,-1,4.60%,16.20%,21.70%,54.50%,9.70%
Alex Poythress,PHI,23,6-7,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,6,10.7,4.8,0.8,-10,6.50%,12.20%,16.20%,54.80%,5.20%
Andre Roberson,OKC,25,6-7,210,Colorado,USA,2013,1,26,79,6.6,5.1,1,3.4,3.90%,12.40%,9.90%,51.00%,4.50%
Anthony Brown,ORL,24,6-7,211,Stanford,USA,2015,2,34,11,3.9,3,0.7,-0.3,4.50%,14.70%,15.20%,43.00%,8.00%
Axel Toupane,NOP,24,6-7,210,None,France,Undrafted,Undrafted,Undrafted,4,2.8,0.3,0,-12.5,0.00%,2.00%,8.40%,61.10%,0.00%
Caris LeVert,BKN,22,6-7,203,Michigan,USA,2016,1,20,57,8.2,3.3,1.9,-3.2,1.80%,12.40%,16.10%,55.60%,13.20%
Danuel House Jr.,WAS,24,6-7,215,Texas A&M,USA,Undrafted,Undrafted,Undrafted,1,0,1,0,0,0.00%,100%,0.00%,0.00%,0.00%
DeMar DeRozan,TOR,27,6-7,220,Southern California,USA,2009,1,9,74,27.3,5.2,3.9,2.5,2.70%,11.90%,33.70%,55.20%,20.40%
Derrick Jones Jr.,PHX,20,6-7,190,UNLV,USA,Undrafted,Undrafted,Undrafted,32,5.3,2.5,0.4,4.2,6.80%,6.80%,11.70%,60.40%,3.00%
Draymond Green,GSW,27,6-7,230,Michigan State,USA,2012,2,35,76,10.2,7.9,7,15.3,4.10%,18.30%,15.90%,52.20%,27.20%
Elijah Millsap,PHX,29,6-7,215,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,2,1.5,3,0.5,-13.3,12.00%,11.50%,19.20%,19.00%,6.70%
Evan Fournier,ORL,24,6-7,205,None,France,2012,1,20,68,17.2,3.1,3,-4.4,1.90%,7.20%,22.90%,55.50%,14.40%
Evan Turner,POR,28,6-7,220,Ohio State,USA,2010,1,2,65,9,3.8,3.2,-5.5,2.10%,12.50%,18.20%,49.10%,19.60%
Gerald Green,BOS,31,6-7,205,No College,USA,2005,1,18,47,5.6,1.8,0.7,0,2.80%,12.20%,22.30%,52.40%,10.00%
James Ennis III,MEM,26,6-7,210,Cal State-Long Beach,USA,2013,2,50,64,6.7,4,1,1.5,4.50%,12.60%,12.70%,58.10%,6.70%
Jared Dudley,PHX,31,6-7,225,Boston College,USA,2007,1,22,64,6.8,3.5,1.9,-1.6,2.10%,13.40%,13.60%,57.90%,12.60%
Jarell Eddie,PHX,25,6-7,218,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,5,4.8,1.4,0,-2.9,1.20%,7.10%,15.20%,52.30%,0.00%
Jaylen Brown,BOS,20,6-7,225,California,USA,2016,1,3,78,6.6,2.8,0.8,-4.4,3.30%,12.70%,17.60%,54.00%,7.70%
Jimmy Butler,CHI,27,6-7,231,Marquette,USA,2011,1,30,76,23.9,6.2,5.5,3.3,4.40%,11.80%,26.10%,58.60%,24.30%
Joe Johnson,UTA,36,6-7,240,Arkansas,USA,2001,1,10,78,9.2,3.1,1.8,3.3,1.90%,11.50%,18.10%,54.20%,12.50%
Josh Huestis,OKC,25,6-7,230,Stanford,USA,2014,1,29,2,7,4.5,1.5,4.4,11.80%,13.90%,13.90%,61.20%,11.50%
Justise Winslow,MIA,21,6-7,225,Duke,USA,2015,1,10,18,10.9,5.2,3.7,-1.1,3.50%,10.70%,19.80%,39.90%,15.30%
Kawhi Leonard,SAS,26,6-7,230,San Diego State,USA,2011,1,15,74,25.5,5.8,3.5,8.7,3.40%,14.30%,30.60%,61.00%,18.20%
Kelly Oubre Jr.,WAS,21,6-7,205,Kansas,USA,2015,1,15,79,6.3,3.3,0.6,-0.6,3.80%,12.20%,14.30%,51.60%,4.20%
Klay Thompson,GSW,27,6-7,215,Washington State,USA,2011,1,11,78,22.3,3.7,2.1,14.1,2.00%,8.10%,25.80%,59.20%,9.00%
Kyle Korver,CLE,36,6-7,212,Creighton,USA,2003,2,51,67,10.1,2.8,1.6,-5.7,0.40%,10.00%,14.70%,63.50%,9.30%
Matt Barnes,GSW,37,6-7,226,UCLA,USA,2002,2,45,74,7.1,5.2,2.6,-2,4.00%,17.60%,15.50%,51.40%,16.20%
Metta World Peace,LAL,37,6-7,260,St. John's,USA,1999,1,16,25,2.3,0.8,0.4,-16.7,2.80%,9.80%,22.10%,38.00%,11.30%
Michael Gbinije,DET,25,6-7,200,Syracuse,USA,2016,2,49,9,0.4,0.3,0.2,-1.5,5.10%,3.30%,15.10%,18.40%,8.70%
Michael Kidd-Gilchrist,CHA,23,6-7,232,Kentucky,USA,2012,1,2,81,9.2,7,1.4,0.9,6.40%,17.10%,14.40%,52.80%,7.40%
Nick Young,LAL,32,6-7,210,Southern California,USA,2007,1,16,60,13.2,2.3,1,-6.2,1.50%,7.40%,19.20%,58.80%,5.70%
Patrick McCaw,GSW,21,6-7,185,UNLV,USA,2016,2,38,71,4,1.4,1.1,-2,1.90%,6.90%,11.60%,54.00%,9.90%
Paul Pierce,LAC,39,6-7,235,Kansas,USA,1998,1,10,25,3.2,1.9,0.4,4.4,0.40%,15.40%,14.50%,53.50%,4.90%
Quincy Acy,BKN,26,6-7,240,Baylor,USA,2012,2,37,38,5.8,3,0.5,-4.1,3.40%,16.80%,16.50%,56.50%,5.30%
Reggie Bullock,DET,26,6-7,205,North Carolina,USA,2013,1,25,31,4.5,2.1,0.9,5,2.60%,11.00%,12.80%,53.80%,8.60%
Richard Jefferson,CLE,37,6-7,233,Arizona,USA,2001,1,13,79,5.7,2.6,1,4,1.80%,10.30%,12.10%,57.40%,6.80%
Rondae Hollis-Jefferson,BKN,22,6-7,214,Arizona,USA,2015,1,23,78,8.7,5.8,2,-5.5,5.30%,18.60%,18.50%,51.70%,13.50%
Sasha Vujacic,NYK,33,6-7,195,None,Slovenia,2004,1,27,42,3,1.4,1.2,0.4,2.70%,10.90%,16.80%,42.30%,18.90%
Shaun Livingston,GSW,31,6-7,192,None,USA,2004,1,4,76,5.1,2,1.8,5.4,2.20%,8.40%,13.20%,56.80%,14.60%
Solomon Hill,NOP,26,6-7,225,Arizona,USA,2013,1,23,80,7,3.8,1.8,1,2.10%,10.10%,11.40%,52.70%,8.00%
Stanley Johnson,DET,21,6-7,245,Arizona,USA,2015,1,8,77,4.4,2.5,1.4,0,2.50%,11.60%,14.40%,43.60%,10.60%
Terrence Ross,ORL,26,6-7,195,Washington,USA,2012,1,8,78,11,2.6,1.1,2.9,0.90%,9.60%,18.50%,55.00%,6.60%
Thabo Sefolosha,ATL,33,6-7,220,None,Switzerland,2006,1,13,62,7.2,4.4,1.7,-1.4,3.30%,13.10%,13.10%,51.90%,9.90%
Tomas Satoransky,WAS,25,6-7,210,None,Czech Republi...,2012,2,32,57,2.7,1.5,1.6,1.1,3.60%,7.80%,12.20%,47.70%,18.30%
Tony Snell,MIL,25,6-7,217,New Mexico,USA,2013,1,20,80,8.5,3.1,1.2,-1.8,1.00%,9.80%,12.10%,60.30%,5.80%
Troy Williams,HOU,22,6-7,210,Indiana,USA,Undrafted,Undrafted,Undrafted,30,6.2,2.3,0.8,-6.3,2.60%,9.30%,16.90%,51.10%,7.20%
Wesley Johnson,LAC,29,6-7,215,Syracuse,USA,2010,1,4,68,2.7,2.7,0.3,-2.4,3.10%,18.60%,12.20%,44.80%,4.20%
Aaron Harrison,CHA,22,6-6,210,Kentucky,USA,Undrafted,Undrafted,Undrafted,5,0.2,0.6,0.6,-20.6,0.00%,17.60%,13.20%,10.20%,37.50%
Alan Anderson,LAC,34,6-6,220,Michigan State,USA,Undrafted,Undrafted,Undrafted,30,2.9,0.8,0.4,-10.3,1.00%,6.70%,13.70%,49.40%,5.20%
Alec Burks,UTA,25,6-6,214,Colorado,USA,2011,1,12,42,6.7,2.9,0.7,-0.5,2.60%,15.80%,21.20%,50.10%,7.40%
Alex Abrines,OKC,23,6-6,190,None,Spain,2013,2,32,68,6,1.3,0.6,-0.6,1.60%,6.60%,15.30%,56.00%,5.50%
Allen Crabbe,POR,25,6-6,215,California,USA,2013,2,31,79,10.7,2.9,1.2,-2.9,0.80%,9.10%,14.60%,60.20%,6.30%
Alonzo Gee,DEN,30,6-6,225,Alabama,USA,Undrafted,Undrafted,Undrafted,13,0.8,1.2,0.5,0.9,4.30%,11.00%,10.30%,30.60%,9.20%
Andre Iguodala,GSW,33,6-6,215,Arizona,USA,2004,1,9,76,7.6,4,3.4,12.4,2.70%,11.40%,11.10%,62.40%,16.90%
Andrew Harrison,MEM,22,6-6,213,Kentucky,USA,2015,2,44,72,5.9,1.9,2.8,0,1.50%,7.90%,16.20%,47.70%,20.90%
Brandon Rush,MIN,31,6-6,225,Kansas,USA,2008,1,13,47,4.2,2.1,1,-2.1,1.70%,8.10%,9.70%,50.50%,5.80%
CJ Miles,IND,30,6-6,225,No College,USA,2005,2,34,76,10.7,3,0.6,1.7,1.70%,11.40%,17.90%,59.20%,4.10%
Dahntay Jones,CLE,36,6-6,225,Duke,USA,2003,1,20,1,9,2,1,15.5,6.70%,7.70%,41.70%,46.10%,20.00%
Danny Green,SAS,30,6-6,215,North Carolina,USA,2009,2,46,68,7.3,3.3,1.8,8,1.80%,10.40%,13.50%,53.70%,9.70%
Dante Exum,UTA,21,6-6,190,None,Australia,2014,1,5,66,6.2,2,1.7,0.6,2.60%,8.20%,17.60%,52.10%,14.40%
Darrun Hilliard,DET,24,6-6,205,Villanova,USA,2015,2,38,39,3.3,0.8,0.8,0.5,0.50%,8.20%,19.10%,45.90%,13.30%
DeAndre Liggins,DAL,29,6-6,209,Kentucky,USA,2011,2,53,62,2.5,1.7,0.9,3.6,2.60%,11.20%,11.30%,47.60%,9.70%
DeAndre' Bembry,ATL,22,6-6,210,St. Joseph's (PA),USA,2016,1,21,38,2.7,1.6,0.7,-3.8,3.70%,12.00%,14.40%,48.10%,12.30%
Denzel Valentine,CHI,23,6-6,212,Michigan State,USA,2016,1,14,57,5.1,2.6,1.1,-0.7,1.10%,14.30%,15.30%,49.20%,9.50%
Devin Booker,PHX,20,6-6,206,Kentucky,USA,2015,1,13,78,22.1,3.2,3.4,-3.9,1.60%,7.30%,28.00%,53.10%,16.00%
Garrett Temple,SAC,31,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65,7.8,2.8,2.6,-5.3,1.90%,9.00%,13.90%,54.50%,14.60%
Glenn Robinson III,IND,23,6-6,222,Michigan,USA,2014,2,40,69,6.1,3.6,0.7,-2.4,4.10%,12.70%,12.50%,56.40%,4.80%
Greivis Vasquez,BKN,30,6-6,217,Maryland,Venezuela,2010,1,28,3,2.3,0.7,1.7,-19.3,0.00%,4.80%,10.40%,37.60%,18.50%
JR Smith,CLE,31,6-6,225,No College,USA,2004,1,18,41,8.6,2.8,1.5,2.6,1.40%,7.80%,14.30%,48.40%,7.10%
Jae Crowder,BOS,26,6-6,235,Marquette,USA,2012,2,34,72,13.9,5.8,2.2,7.8,2.10%,14.90%,16.90%,61.30%,9.70%
James Young,BOS,21,6-6,215,Kentucky,USA,2014,1,17,29,2.3,0.9,0.1,-9.5,2.50%,9.10%,12.50%,54.90%,3.00%
Joe Harris,BKN,25,6-6,219,Virginia,USA,2014,2,33,52,8.2,2.8,1,-11.2,1.30%,10.30%,15.90%,55.80%,7.60%
Jonathon Simmons,SAS,27,6-6,195,Houston,USA,2012,0,0,78,6.2,2.1,1.6,8.4,1.50%,9.70%,17.60%,50.40%,13.70%
Josh Richardson,MIA,23,6-6,200,Tennessee,USA,2015,2,40,53,10.2,3.2,2.6,-0.1,2.10%,8.20%,16.50%,49.30%,12.80%
Justin Anderson,PHI,23,6-6,228,Virginia,USA,2015,1,21,75,7.1,3.3,0.9,-7.1,5.40%,15.10%,20.20%,53.70%,8.90%
Justin Holiday,NYK,28,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,82,7.7,2.7,1.2,-0.8,1.60%,11.40%,16.60%,54.90%,9.50%
KJ McDaniels,BKN,24,6-6,205,Clemson,USA,2014,2,32,49,4.2,1.7,0.3,-3.6,3.00%,12.50%,18.00%,55.50%,4.00%
Malachi Richardson,SAC,21,6-6,205,Syracuse,USA,2016,1,22,22,3.6,1,0.5,-4.2,1.50%,9.90%,18.90%,51.70%,9.20%
Manu Ginobili,SAS,39,6-6,205,None,Argentina,1999,2,57,69,7.5,2.3,2.7,9.5,2.20%,9.90%,18.80%,53.20%,19.90%
Marcus Georges-Hunt,ORL,23,6-6,220,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,5,2.8,1.8,0.6,-26.2,1.90%,15.10%,12.20%,61.40%,13.00%
Michael Carter-Williams,CHI,25,6-6,190,Syracuse,USA,2013,1,11,45,6.6,3.4,2.5,-1.1,2.60%,15.20%,20.30%,43.70%,20.30%
Nik Stauskas,PHI,23,6-6,205,Michigan,Canada,2014,1,8,80,9.5,2.8,2.4,-4.2,0.90%,9.10%,16.10%,54.00%,12.90%
P.J. Tucker,TOR,32,6-6,245,Texas-Austin,USA,2006,2,35,81,6.7,5.8,1.2,-1.5,5.00%,16.00%,11.10%,51.60%,6.30%
Patricio Garino,ORL,24,6-6,203,George Washington,Argentina,Undrafted,Undrafted,Undrafted,5,0,1.4,0,-18.7,2.20%,13.00%,10.00%,0.00%,0.00%
Rashad Vaughn,MIL,20,6-6,202,UNLV,USA,2015,1,17,41,3.5,1.2,0.6,-8.2,0.90%,10.20%,16.90%,44.90%,8.50%
Reggie Williams,NOP,30,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,6,4.5,1,0.7,-15.4,1.90%,5.60%,12.80%,51.80%,8.70%
Shabazz Muhammad,MIN,24,6-6,223,UCLA,USA,2013,1,14,78,9.9,2.8,0.4,-1.6,5.50%,9.40%,20.90%,56.60%,3.80%
Sheldon Mac,WAS,24,6-6,200,Miami,USA,2016,,,30,3,1.1,0.5,-10.8,1.30%,10.30%,13.80%,51.80%,7.80%
Spencer Dinwiddie,BKN,24,6-6,200,Colorado,USA,2014,2,38,59,7.3,2.8,3.1,-4.7,2.00%,9.70%,14.00%,58.10%,21.00%
Tim Hardaway Jr.,ATL,25,6-6,205,Michigan,USA,2013,1,24,79,14.5,2.8,2.3,3,1.60%,8.30%,21.80%,56.80%,13.70%
Tim Quarterman,POR,22,6-6,190,Louisiana State,USA,2016,,,16,1.9,0.9,0.7,0.6,4.80%,10.80%,22.40%,51.10%,23.40%
Timothe Luwawu-Cabarrot,PHI,22,6-6,205,None,France,2016,1,24,69,6.4,2.2,1.1,-2,2.10%,10.00%,17.50%,53.60%,9.30%
Treveon Graham,CHA,23,6-6,226,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,27,2.1,0.8,0.2,-10.6,2.50%,8.80%,11.90%,61.20%,5.80%
Tyreke Evans,SAC,27,6-6,220,Memphis,USA,2009,1,4,40,10.3,3.4,3.1,-9.5,1.50%,15.50%,26.20%,50.10%,28.10%
Vince Carter,MEM,40,6-6,220,North Carolina,USA,1998,1,5,73,8,3.1,1.8,4,2.00%,10.90%,14.70%,54.20%,11.20%
Will Barton,DEN,26,6-6,175,Memphis,USA,2012,2,40,60,13.7,4.3,3.4,-2.1,3.20%,12.00%,20.70%,54.70%,18.50%
Anthony Morrow,CHI,31,6-5,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,49,5.5,0.6,0.5,0.4,1.50%,2.60%,15.80%,50.50%,5.20%
Archie Goodwin,BKN,22,6-5,205,Kentucky,USA,2013,1,29,15,7.3,1.9,1.6,-8.3,3.60%,9.30%,20.30%,65.10%,18.60%
Arron Afflalo,SAC,31,6-5,210,UCLA,USA,2007,1,27,61,8.4,2,1.3,-8.5,0.60%,7.70%,14.30%,55.90%,7.70%
Ben McLemore,SAC,24,6-5,195,Kansas,USA,2013,1,7,61,8.1,2.1,0.8,-5.9,1.70%,9.60%,19.70%,53.80%,6.80%
Bradley Beal,WAS,24,6-5,207,Florida,USA,2012,1,3,77,23.1,3.1,3.5,5.6,2.00%,7.00%,25.80%,60.40%,15.40%
C.J. Wilcox,ORL,26,6-5,195,Washington,USA,2014,1,28,22,1,0.5,0.5,-8.6,3.00%,8.10%,14.30%,32.90%,17.40%
Courtney Lee,NYK,31,6-5,200,Western Kentucky,USA,2008,1,22,77,10.8,3.4,2.3,-4.7,2.10%,8.20%,14.40%,55.90%,10.40%
D'Angelo Russell,LAL,21,6-5,195,Ohio State,USA,2015,1,2,63,15.6,3.5,4.8,-9.1,1.60%,10.80%,26.40%,51.80%,26.90%
Dejounte Murray,SAS,20,6-5,170,Washington,USA,2016,1,29,38,3.4,1.1,1.3,-0.3,2.00%,10.60%,23.00%,50.30%,23.60%
Delon Wright,TOR,25,6-5,190,Utah,USA,2015,1,20,27,5.6,1.8,2.1,9.2,3.60%,7.30%,16.30%,53.50%,20.40%
